Team,Player,No,Position,Position,Yr,Ht,Wt,DOB,Hometown,Position,Position,Height_Inches,Draft_Year,NHL_Team,D_Round,Last Team,League
Wisconsin,Simon Tassy,11,Forwards,Forwards,Jr,6-2,190,3/21/2001,"Montréal, Que.",Forwards,Forwards,74,,,,Minnesota State,CCHA
Wisconsin,William Whitelaw,8,Forwards,Forwards,Fr,5-9,173,2/5/2005,"Rosemount, Minn.",Forwards,Forwards,69,2023,CBJ,3,Youngstown,USHL
Wisconsin,Ben Garrity,33,Goaltenders,Goaltenders,Sr,6-2,193,1/20/2000,"Rosemount, Minn.",Goaltenders,Goaltenders,74,,,,Minot,NAHL
Wisconsin,William Gramme,34,Goaltenders,Goaltenders,Fr,6-4,201,5/24/2002,"Stockholm, Sweden",Goaltenders,Goaltenders,76,,,,Lone Star,NAHL
Wisconsin,Kyle McClellan,31,Goaltenders,Goaltenders,Sr,6-1,185,3/18/1999,"Manchester, Mo.",Goaltenders,Goaltenders,73,,,,Mercyhurst,AHA
Army,Jon Bell,5,Defensemen,Defensemen,Fr,5-10,200,6/22/2002,"St. Cloud, Minn.",Defensemen,Defensemen,70,,,,Wisconsin,NAHL
Army,Jude Brower,22,Defensemen,Defensemen,So,6-0,180,6/11/2001,"Mahopac, N.Y.",Defensemen,Defensemen,72,,,,Green Bay,USHL
Army,John Driscoll,4,Defensemen,Defensemen,So,6-4,205,8/19/2001,"Eagle, Idaho",Defensemen,Defensemen,76,,,,Green Bay,USHL
Army,Mac Gadowsky,2,Defensemen,Defensemen,Fr,6-3,185,1/10/2002,"Fairbanks, Alaska",Defensemen,Defensemen,75,,,,Fairbanks,NAHL
Army,Andrew Garby,24,Defensemen,Defensemen,Jr,5-9,160,9/17/2000,"Canton, Mich.",Defensemen,Defensemen,69,,,,Fairbanks,NAHL
Army,Andrew Gilbert,7,Defensemen,Defensemen,Jr,6-5,210,5/2/2000,"Fairfield, Conn.",Defensemen,Defensemen,77,,,,New Jersey,NCDC
Army,Owen Nolan,14,Defensemen,Defensemen,So,6-0,185,3/10/2000,"Mahopac, N.Y.",Defensemen,Defensemen,72,,,,Lone Star,NAHL
Army,Pierce Patterson,6,Defensemen,Defensemen,Fr,5-9,170,2/26/2002,"Valrico, Fla.",Defensemen,Defensemen,69,,,,Amarillo,NAHL
Army,Sean Vlasich,20,Defensemen,Defensemen,So,5-9,175,4/20/2001,"Upper Saddle River, N.J.",Defensemen,Defensemen,69,,,,North Iowa,NAHL
Army,Easton Zueger,3,Defensemen,Defensemen,Fr,6-4,190,6/7/2003,"Sioux Falls, S.D.",Defensemen,Defensemen,76,,,,Sioux City,USHL
Army,Joey Baez,23,Forwards,Forwards,Jr,5-9,175,1/12/2000,"Tampa, Fla.",Forwards,Forwards,69,,,,Lonestar,NAHL
Army,Josh Bohlin,11,Forwards,Forwards,Jr,6-1,190,2/10/2000,"Wausau, Wis.",Forwards,Forwards,73,,,,Minnesota,NAHL
Army,Joey Dosan,26,Forwards,Forwards,So,6-6,220,3/20/2001,"Bloomington, Minn.",Forwards,Forwards,78,,,,Springfield,NAHL
Army,Jake Felker,10,Forwards,Forwards,Sr,5-11,190,3/19/2000,"Omaha, Neb.",Forwards,Forwards,71,,,,Youngstown,USHL
Army,Jake Hewitt,12,Forwards,Forwards,Fr,5-10,180,7/5/2002,"Ashburnham, Mass.",Forwards,Forwards,70,,,,Nanaimo,BCHL
Army,Nik Hong,9,Forwards,Forwards,Fr,5-11,185,8/27/2002,"Minneapolis, Minn.",Forwards,Forwards,71,,,,St. Cloud,NAHL
Army,Dayne Hoyord,18,Forwards,Forwards,Fr,5-10,185,3/19/2002,"Scandinavia, Wis.",Forwards,Forwards,70,,,,Odessa,NAHL
Army,Eric Huss,29,Forwards,Forwards,Sr,5-10,175,3/16/1999,"Dallas, Texas",Forwards,Forwards,70,,,,Lone Star,NAHL
Army,Max Itagaki,19,Forwards,Forwards,So,5-7,155,6/18/2002,"Glenview, Ill.",Forwards,Forwards,67,,,,Nanaimo,BCHL
Army,Lucas Kanta,15,Forwards,Forwards,So,6-2,195,4/20/2001,"Grand Forks, N.D.",Forwards,Forwards,74,,,,MInnesota,NAHL
Army,Brent Keefer,28,Forwards,Forwards,Fr,6-0,170,9/28/2001,"Colorado Springs, Colo.",Forwards,Forwards,72,,,,Northeast,NAHL
Army,Ricky Lyle,8,Forwards,Forwards,Sr,6-1,190,8/21/2000,"Duluth, Minn.",Forwards,Forwards,73,,,,Madison,USHL
Army,Hunter McCoy,16,Forwards,Forwards,Jr,6-0,195,8/1/2000,"Newburyport, Mass.",Forwards,Forwards,72,,,,Maryland,NAHL
Army,Michael Sacco,13,Forwards,Forwards,Jr,5-8,175,11/16/1999,"Syosset, N.Y.",Forwards,Forwards,68,,,,Wilkes-Barre/Scranton,NAHL
Army,Vincent Salice,17,Forwards,Forwards,Fr,5-7,175,2/28/2003,"Commerce Township, Mich.",Forwards,Forwards,67,,,,Omaha,USHL
Army,Trevor Smith,27,Forwards,Forwards,So,5-9,185,3/22/2001,"Raleigh, N.C.",Forwards,Forwards,69,,,,Boston,NCDC
Army,Stephen Willey,21,Forwards,Forwards,So,6-1,195,3/26/2001,"Shelton, Conn.",Forwards,Forwards,73,,,,New Jersey,NAHL
Army,Barron Woodring,25,Forwards,Forwards,Fr,6-2,200,7/5/2002,"Chicago, Ill.",Forwards,Forwards,74,,,,New Jersey,NCDC
Army,Gavin Abric,1,Goaltenders,Goaltenders,Sr,6-3,170,1/11/2001,"Hayward, Wis.",Goaltenders,Goaltenders,75,,,,New Jersey,USPHL
Army,Gus Holt,33,Goaltenders,Goaltenders,Fr,6-3,206,2/21/2003,"Bowling Green, Ohio",Goaltenders,Goaltenders,75,,,,Victoria,BCHL
Army,Evan Szary,31,Goaltenders,Goaltenders,Jr,5-11,175,2/29/2000,"Nashville, Tenn.",Goaltenders,Goaltenders,71,,,,South Shore,NCDC
Niagara,Lane Brockhoff,22,Defensemen,Defensemen,So,6-1,207,4/11/2000,"Edberg, Alb.",Defensemen,Defensemen,73,,,,Camrose,AJHL
Niagara,Noah Carlin,5,Defensemen,Defensemen,Jr,6-0,174,6/13/2000,"Marine City, Mich.",Defensemen,Defensemen,72,,,,Omaha,USHL
Niagara,Ethan Lund,28,Defensemen,Defensemen,So,5-10,185,3/16/2001,"Calgary, Alb.",Defensemen,Defensemen,70,,,,Brooks,AJHL
Niagara,Cole Mickel,3,Defensemen,Defensemen,Fr,5-11,170,5/3/2002,"Broomfield, Colo.",Defensemen,Defensemen,71,,,,Wisconsin,NAHL
Niagara,Alex Murray,26,Defensemen,Defensemen,Sr,5-11,183,3/17/2000,"Glenview, Ill.",Defensemen,Defensemen,71,,,,Miami,NCHC
Niagara,Josef Mysak,24,Defensemen,Defensemen,Sr,6-3,215,9/8/1999,"Litvínov, Czech Republic",Defensemen,Defensemen,75,,,,Austin,NAHL
Niagara,David Posma,29,Defensemen,Defensemen,So,6-0,170,8/27/2003,"Pomona, N.Y.",Defensemen,Defensemen,72,,,,New Jersey,NAHL
Niagara,Max Ruoho,17,Defensemen,Defensemen,So,6-0,174,3/5/2001,"Madison, Wis.",Defensemen,Defensemen,72,,,,Minnesota,NAHL
Niagara,Jonathan Ziskie,2,Defensemen,Defensemen,So,6-3,187,3/19/2001,"Macomb, Mich.",Defensemen,Defensemen,75,,,,Bismarck,NAHL
Niagara,Jay Ahearn,9,Forwards,Forwards,Jr,5-11,170,5/23/2001,"Staten Island, N.Y.",Forwards,Forwards,71,,,,Johnstown,NAHL
Niagara,Olivier Gauthier,11,Forwards,Forwards,Sr,5-10,185,4/9/1999,"Ferme-Neuve, Que.",Forwards,Forwards,70,,,,Alaska-Anchorage,WCHA
Niagara,Christian Gorscak,20,Forwards,Forwards,Sr,5-11,183,6/8/2000,"Jeannette, Pa.",Forwards,Forwards,71,,,,Johnstown,NAHL
Niagara,Noah Hackett,34,Forwards,Forwards,So,6-1,174,12/11/2001,"Ponoka, Alb.",Forwards,Forwards,73,,,,Brooks,AJHL
Niagara,Aron Jessli,27,Forwards,Forwards,Fr,6-1,185,10/29/2004,"Lørenskog, Norway",Forwards,Forwards,73,,,,Pickering,OJHL
Niagara,Steven Kesslering,7,Forwards,Forwards,Fr,5-11,190,5/17/2002,"Viceroy, Sask.",Forwards,Forwards,71,,,,Battleford,SJHL
Niagara,Jaedon Leslie,16,Forwards,Forwards,Fr,6-1,187,8/4/1998,"St. Albert, Alb.",Forwards,Forwards,73,,,,Ohio State,B10
Niagara,Connor Mylymok,14,Forwards,Forwards,Sr,6-1,205,3/18/2000,"Wilcox, Miss.",Forwards,Forwards,73,,,,Alaska,D1 Independent
Niagara,Luke Mylymok,8,Forwards,Forwards,Sr,5-10,185,9/29/2001,"Wilcox, Sask.",Forwards,Forwards,70,,,,Minnesota Duluth,NCHC
Niagara,Shane Ott,21,Forwards,Forwards,Jr,6-1,181,7/21/2000,"Centennial, Colo.",Forwards,Forwards,73,,,,Janesville,NAHL
Niagara,Glebs Prohorenkovs,4,Forwards,Forwards,So,6-2,187,11/12/2001,"Riga, Latvia",Forwards,Forwards,74,,,,Amarillo,NAHL
Niagara,Carter Randklev,10,Forwards,Forwards,Sr,5-8,163,11/5/1999,"Moorhead, Minn.",Forwards,Forwards,68,,,,Fargo,USHL
Niagara,Jack Richard,13,Forwards,Forwards,Fr,6-4,180,12/13/2002,"Stoney Creek, Ont.",Forwards,Forwards,76,2022,BUF,6,Burlington,OJHL
Niagara,Lars Rodne,23,Forwards,Forwards,Jr,6-0,181,7/22/2000,"Stavanger, Norway",Forwards,Forwards,72,,,,Bismarck,NAHL
Niagara,Drew Vieten,19,Forwards,Forwards,So,6-1,190,1/10/2001,"Calabasas, Calif.",Forwards,Forwards,73,,,,Wichita Falls,NAHL
Niagara,Tyler Wallace,18,Forwards,Forwards,Fr,6-2,188,5/19/2002,"Calgary, Alb.",Forwards,Forwards,74,,,,Blackfalds,AJHL
Niagara,Johnny Wescoe,25,Forwards,Forwards,So,5-8,150,6/6/2001,"Mechanicsburg, Pa.",Forwards,Forwards,68,,,,New Jersey,NCDC
Niagara,Mitchell Day,30,Goaltenders,Goaltenders,Fr,5-10,175,1/18/2002,,Goaltenders,Goaltenders,70,,,,North Iowa,NAHL
Niagara,Jarrett Fiske,31,Goaltenders,Goaltenders,Fr,6-4,190,5/28/1999,"Erie, Pa.",Goaltenders,Goaltenders,76,,,,American Int'l,AHA
Niagara,Ryan Ouellette,39,Goaltenders,Goaltenders,Jr,6-0,185,12/6/2000,"Colorado Springs, Colo.",Goaltenders,Goaltenders,72,,,,Wisconsin-Eau Claire,NCAA D3
Northern Michigan,Isack Bandu,24,Defensemen,Defensemen,So,6-2,194,5/3/2001,"Notre-Dame-de-l'Île-Perrot, Que.",Defensemen,Defensemen,74,,,,Victoria,BCHL
Northern Michigan,Tyrell Boucher,14,Defensemen,Defensemen,Jr,6-1,190,6/3/1999,"Grande Prairie, Alb.",Defensemen,Defensemen,73,,,,Alaska-Anchorage,WCHA
Northern Michigan,Colby Enns,5,Defensemen,Defensemen,Sr,6-2,195,9/16/1999,"Minot, N.D.",Defensemen,Defensemen,74,,,,Central Illinois,USHL
Northern Michigan,Aiden Gallacher,10,Defensemen,Defensemen,Jr,6-1,205,3/20/2000,"Rochester Hills, Mich.",Defensemen,Defensemen,73,,,,Michigan State,B10
Northern Michigan,Luke Gramer,17,Defensemen,Defensemen,So,5-10,181,7/2/2002,"Moorhead, Minn.",Defensemen,Defensemen,70,,,,Fargo,USHL
Northern Michigan,Viking Gustafsson Nyberg,28,Defensemen,Defensemen,Fr,6-6,205,9/21/2003,,Defensemen,Defensemen,78,,,,Leksands IF,J20
Northern Michigan,Jakob Peterson,23,Defensemen,Defensemen,So,6-3,172,4/18/2002,"Marquette, Mich.",Defensemen,Defensemen,75,,,,Amarillo,NAHL
Northern Michigan,Jeppe Urup,25,Defensemen,Defensemen,Fr,6-2,176,3/14/1999,"Odense, Denmark",Defensemen,Defensemen,74,,,,Sacred Heart,AHA
Northern Michigan,Michael Van Unen,4,Defensemen,Defensemen,Sr,6-1,185,2/26/1999,"Kamloops, B.C.",Defensemen,Defensemen,73,,,,Merritt,BCHL
Northern Michigan,Josh Zinger,9,Defensemen,Defensemen,So,5-11,185,8/5/2001,"Red Deer, Alb.",Defensemen,Defensemen,71,,,,Brooks,AJHL
Northern Michigan,Michael Colella,13,Forwards,Forwards,Jr,5-7,150,6/12/1999,"Wenonah, N.J.",Forwards,Forwards,67,,,,Trail,BCHL
Northern Michigan,Mitch Deelstra,20,Forwards,Forwards,Gr,6-1,195,7/15/1999,"Wallace, Ont.",Forwards,Forwards,73,,,,Ferris State,CCHA
Northern Michigan,Connor Eddy,21,Forwards,Forwards,So,6-1,201,4/18/2002,"Victoria, B.C.",Forwards,Forwards,73,,,,Victoria,BCHL
Northern Michigan,Reilly Funk,29,Forwards,Forwards,Jr,6-3,215,12/23/2000,"Portage, Man.",Forwards,Forwards,75,,,,Youngstown,USHL
Northern Michigan,Andre Ghantous,11,Forwards,Forwards,Sr,5-9,185,12/7/1998,"Glendale, Calif.",Forwards,Forwards,69,,,,Penticton,BCHL
Northern Michigan,Travis Hensrud,26,Forwards,Forwards,Fr,5-11,185,5/2/2002,"Thunder Bay, Ont.",Forwards,Forwards,71,,,,Steinbach,MJHL
Northern Michigan,Matvei Kabanov,33,Forwards,Forwards,Fr,6-0,180,1/15/2003,"Togliatti, Russia",Forwards,Forwards,72,,,,Amurskie Tigry,MHL
Northern Michigan,Tanner Latsch,22,Forwards,Forwards,Fr,6-2,190,1/2/2002,"Muskegon, Mich.",Forwards,Forwards,74,,,,Des Moines,USHL
Northern Michigan,Kevin Marx Noren,6,Forwards,Forwards,Fr,6-2,190,7/15/2002,"Knivsta, Sweden",Forwards,Forwards,74,,,,Minnesota,NAHL
Northern Michigan,Michael Mesic,18,Forwards,Forwards,Fr,5-11,180,8/15/2004,"Plymouth, Mich.",Forwards,Forwards,71,,,,Lincoln,USHL
Northern Michigan,Zach Michaelis,27,Forwards,Forwards,So,6-1,203,5/30/2002,"Elk River, Minn.",Forwards,Forwards,73,,,,Trail,BCHL
Northern Michigan,Kristof Papp,16,Forwards,Forwards,Jr,5-11,185,6/27/2001,"Budapest, Hungary",Forwards,Forwards,71,,,,Des Moines,USHL
Northern Michigan,Jack Perbix,12,Forwards,Forwards,Fr,6-1,200,9/13/2000,"Elk River, Minn.",Forwards,Forwards,73,2018,ANA,4,Western Michigan,NCHC
Northern Michigan,Brendan Poshak,7,Forwards,Forwards,Fr,5-8,170,7/13/2002,"Green Bay, Wis.",Forwards,Forwards,68,,,,Brooks,AJHL
Northern Michigan,Artem Shlaine,8,Forwards,Forwards,Sr,6-1,190,3/17/2002,"Moscow, Russia",Forwards,Forwards,73,2020,NJD,5,Connecticut,HEA
Northern Michigan,Grant Slukynsky,19,Forwards,Forwards,Fr,6-1,200,3/12/2002,"Edina, Minn.",Forwards,Forwards,73,,,,Sioux City,USHL
Northern Michigan,Rylan Van Unen,15,Forwards,Forwards,Jr,6-1,190,2/26/1999,"Kamloops, B.C.",Forwards,Forwards,73,,,,Merritt,BCHL
Northern Michigan,Charlie Glockner,1,Goaltenders,Goaltenders,Jr,6-3,183,6/27/2000,"Minnetonka, Minn.",Goaltenders,Goaltenders,75,,,,Waterloo,USHL
Northern Michigan,Beni Halasz,30,Goaltenders,Goaltenders,So,5-11,181,8/13/2001,"Budapest, Hungary",Goaltenders,Goaltenders,71,,,,New Mexico,NAHL
Northern Michigan,Carsen Stokes,32,Goaltenders,Goaltenders,Fr,5-10,170,2/13/2002,"Prior Lake, Minn.",Goaltenders,Goaltenders,70,,,,New Mexico,NAHL
Bentley,Seth Bernard-Docker,6,Defensemen,Defensemen,So,6-0,195,10/30/2001,"Canmore, Alb.",Defensemen,Defensemen,72,,,,Sioux Falls,USHL
Bentley,Nick Bochen,5,Defensemen,Defensemen,Sr,5-9,170,8/29/2001,"North Vancouver, B.C.",Defensemen,Defensemen,69,,,,Prince George,BCHL
Bentley,Colton Cameron,24,Defensemen,Defensemen,Fr,5-11,190,7/7/2002,"Surrey, B.C.",Defensemen,Defensemen,71,,,,Prince George,BCHL
Bentley,Samuel Duerr,4,Defensemen,Defensemen,Jr,6-1,201,3/22/2002,"Chicago, Ill.",Defensemen,Defensemen,73,,,,Maine,HEA
Bentley,Tucker Hodgson,23,Defensemen,Defensemen,Jr,6-2,195,6/7/2001,"Grand Forks, N.D.",Defensemen,Defensemen,74,,,,Fargo ,USHL
Bentley,Garrett Horsager,25,Defensemen,Defensemen,Fr,6-0,180,2/2/2002,"Rosemount, Minn.",Defensemen,Defensemen,72,,,,Oklahoma,NAHL
Bentley,Pat Lawn,14,Defensemen,Defensemen,So,6-0,175,3/26/2001,"Waltham, Mass.",Defensemen,Defensemen,72,,,,Kelowna,BCHL
Bentley,Tanner Main,28,Defensemen,Defensemen,Jr,5-10,165,4/3/2000,"Welland, Ont.",Defensemen,Defensemen,70,,,,Prince George,BCHL
Bentley,Ryan Nause,27,Defensemen,Defensemen,So,5-11,180,8/27/2001,"Riverview, N.B.",Defensemen,Defensemen,71,,,,Alberni Valley,BCHL
Bentley,Kolby Amici,26,Forwards,Forwards,Fr,5-9,180,12/16/2002,"Orchard Park, N.Y.",Forwards,Forwards,69,,,,Minot,NAHL
Bentley,Nik Armstrong-Kingkade,21,Forwards,Forwards,Sr,5-9,185,5/1/1999,"Alexandria, Va.",Forwards,Forwards,69,,,,Mass.-Lowell,HEA
Bentley,Jonathan Bendorf,3,Forwards,Forwards,Gr,5-11,188,2/26/1999,"Yardville, N.J.",Forwards,Forwards,71,,,,Mercyhurst,AHA
Bentley,Stephen Castagna,17,Forwards,Forwards,So,5-9,170,8/6/2001,"North Vancouver, B.C.",Forwards,Forwards,69,,,,Alberni Valley,BCHL
Bentley,Cooper Connell,15,Forwards,Forwards,Jr,6-3,190,7/15/2001,"West Vancouver, B.C.",Forwards,Forwards,75,,,,Grand Prairie,AJHL
Bentley,Chase Davis,22,Forwards,Forwards,Fr,6-5,194,4/8/2002,"Alpharetta, Ga.",Forwards,Forwards,77,,,,Amarillo,NAHL
Bentley,Jimmy Doyle,10,Forwards,Forwards,Fr,6-2,190,4/22/2002,"Plainfield, Ill.",Forwards,Forwards,74,,,,Janesville,NAHL
Bentley,Ethan Harrison,7,Forwards,Forwards,Sr,6-0,170,10/30/2000,"Plano, Texas",Forwards,Forwards,72,,,,Sioux City,USHL
Bentley,Kellan Hjartarson,16,Forwards,Forwards,Fr,5-11,172,2/23/2003,"Calgary, Alb.",Forwards,Forwards,71,,,,Cranbrook,BCHL
Bentley,A.J. Hodges,20,Forwards,Forwards,Sr,6-0,180,8/24/2001,"Littleton, Colo.",Forwards,Forwards,72,,,,Michigan State,B10
Bentley,Peter Kramer,13,Forwards,Forwards,Fr,5-11,183,8/8/2002,"Bridgewater, Mass.",Forwards,Forwards,71,,,,Green Bay,USHL
Bentley,Josh Latta,9,Forwards,Forwards,Gr,5-11,181,8/14/1998,"West Vancouver, B.C.",Forwards,Forwards,71,,,,UMass Lowell,HEA
Bentley,Ethan Leyh,19,Forwards,Forwards,Gr,6-0,195,6/7/2001,"Anmore, B.C.",Forwards,Forwards,72,,,,Langley,BCHL
Bentley,Ryan Mansfield,11,Forwards,Forwards,Fr,5-11,195,12/22/2002,"Burlington, Ont.",Forwards,Forwards,71,,,,Odessa,NAHL
Bentley,Arlo Merritt,18,Forwards,Forwards,So,6-3,215,1/31/2001,"Halifax, N.S.",Forwards,Forwards,75,,,,Alberni Valley,BCHL
Bentley,Danny Pearson,12,Forwards,Forwards,Jr,5-10,185,6/1/2000,"West Vancouver, B.C.",Forwards,Forwards,70,,,,Coquitlam ,BCHL
Bentley,Matt Thomson,2,Forwards,Forwards,Gr,6-1,195,11/7/1998,"Reading, Mass.",Forwards,Forwards,73,,,,Northeastern,HEA
Bentley,Ryan Upson,38,Forwards,Forwards,So,6-0,190,3/22/2001,"West Vancouver, B.C.",Forwards,Forwards,72,,,,Langley,BCHL
Bentley,Nicholas Grabko,29,Goaltenders,Goaltenders,Sr,5-11,180,2/6/2000,"Channahon, Ill.",Goaltenders,Goaltenders,71,,,,Green Bay,USHL
Bentley,Connor Hasley,33,Goaltenders,Goaltenders,So,6-1,200,2/27/2001,"North Tonawanda, N.Y.",Goaltenders,Goaltenders,73,,,,Cedar Rapids,USHL
Bentley,Josh Seeley,30,Goaltenders,Goaltenders,So,6-4,220,5/7/2001,"Trenton, Mich.",Goaltenders,Goaltenders,76,,,,Minnesota,NAHL
Holy Cross,Will Elias,13,Defensemen,Defensemen,Fr,6-0,180,1/28/2003,"Weston, Mass.",Defensemen,Defensemen,72,,,,Cowichan,BCHL
Holy Cross,Brody Gagno,3,Defensemen,Defensemen,Fr,6-1,190,7/29/2002,"Langley, B.C.",Defensemen,Defensemen,73,,,,Surrey,BCHL
Holy Cross,Jake Higgins,4,Defensemen,Defensemen,Sr,6-2,205,6/9/2001,"Hingham, Mass.",Defensemen,Defensemen,74,,,,Deerfield Academy,PREP
Holy Cross,Mack Oliphant,27,Defensemen,Defensemen,So,6-3,195,12/28/2002,"Northbrook, Ill.",Defensemen,Defensemen,75,,,,Johnstown,NAHL
Holy Cross,Nic Petruolo,37,Defensemen,Defensemen,Sr,6-2,195,1/29/2000,"Neshanic Station, N.J.",Defensemen,Defensemen,74,,,,Union,ECAC
Holy Cross,Jack Robilotti,2,Defensemen,Defensemen,Sr,6-3,194,7/18/2001,"New York, N.Y.",Defensemen,Defensemen,75,,,,Fargo,USHL
Holy Cross,Matt Shatsky,14,Defensemen,Defensemen,Jr,6-0,180,4/29/2001,"Winnipeg, Man.",Defensemen,Defensemen,72,,,,Sherwood Park,AJHL
Holy Cross,Charlie Spence,8,Defensemen,Defensemen,So,6-0,185,3/18/2002,"Boston, Mass.",Defensemen,Defensemen,72,,,,Boston,NCDC
Holy Cross,William Troutwine,5,Defensemen,Defensemen,Fr,6-3,215,6/23/2002,"Eveleth, Minn.",Defensemen,Defensemen,75,,,,Janesville,NAHL
Holy Cross,Alec Cicero,21,Forwards,Forwards,Sr,5-10,180,3/9/2001,"Williamsville, N.Y.",Forwards,Forwards,70,,,,Buffalo Jr. Sabres,OJHL
Holy Cross,Matt DeBoer,17,Forwards,Forwards,So,6-0,185,9/2/2002,"Madison, N.J.",Forwards,Forwards,72,,,,Green Bay,USHL
Holy Cross,Ty Gagno,18,Forwards,Forwards,Fr,6-2,185,10/1/2003,"Langley, B.C.",Forwards,Forwards,74,,,,Prince George,BCHL
Holy Cross,John Gelatt,24,Forwards,Forwards,Jr,5-11,195,4/29/2001,"Middletown, N.J.",Forwards,Forwards,71,,,,Johnstown,NAHL
Holy Cross,Tyler Ghirardosi,39,Forwards,Forwards,Sr,6-3,185,10/1/1999,"Trail, B.C.",Forwards,Forwards,75,,,,Trail,BCHL
Holy Cross,Matt Guerra,12,Forwards,Forwards,Sr,5-8,165,5/21/1999,"Sanford, Fla.",Forwards,Forwards,68,,,,Lone Star,NAHL
Holy Cross,Michael Hodge,40,Forwards,Forwards,Jr,5-8,155,5/30/2000,"Calgary, Alb.",Forwards,Forwards,68,,,,Union,ECAC
Holy Cross,Liam McLinskey,10,Forwards,Forwards,Jr,6-3,165,2/20/2001,"Pearl River, N.Y.",Forwards,Forwards,75,,,,Quinnipiac,ECAC
Holy Cross,Devin Phillips,20,Forwards,Forwards,So,5-9,170,7/12/2001,"Raleigh, N.C.",Forwards,Forwards,69,,,,Brooks,AJHL
Holy Cross,Jack Ricketts,15,Forwards,Forwards,Sr,6-1,195,9/8/1999,"Oakville, Ont.",Forwards,Forwards,73,,,,Oakville,OJHL
Holy Cross,Jack Seymour,28,Forwards,Forwards,So,5-11,170,4/6/2001,"Chelsea, Que.",Forwards,Forwards,71,,,,Chilliwack,BCHL
Holy Cross,Joe Solimine,34,Forwards,Forwards,So,5-8,165,3/3/2002,"Middleton, Mass.",Forwards,Forwards,68,,,,Boston,NCDC
Holy Cross,Jack Stockfish,19,Forwards,Forwards,Fr,6-4,215,9/30/2002,"North Bay, Ont.",Forwards,Forwards,76,,,,Prince George,BCHL
Holy Cross,Lucas Thorne,22,Forwards,Forwards,Sr,6-0,185,3/5/1999,"Dunville, Ont.",Forwards,Forwards,72,,,,Bonnyville,AJHL
Holy Cross,Connor Welsh,29,Forwards,Forwards,Fr,5-11,175,1/2/2004,"Greenwich, Conn.",Forwards,Forwards,71,,,,Vernon,BCHL
Holy Cross,Thomas Gale,33,Goaltenders,Goaltenders,Jr,6-1,180,6/10/2000,"Kirkland, Que.",Goaltenders,Goaltenders,73,,,,PAL,NCDC
Holy Cross,Jason Grande,30,Goaltenders,Goaltenders,Sr,6-3,190,2/7/1999,"West Chester, Pa.",Goaltenders,Goaltenders,75,,,,Bentley,AHA
Holy Cross,Louden Hogg,1,Goaltenders,Goaltenders,So,5-11,160,10/18/2002,"Cheyenne, Wyo.",Goaltenders,Goaltenders,71,,,,Fargo,USHL
Notre Dame,Drew Bavaro,24,Defensemen,Defensemen,Jr,6-3,185,6/10/2000,"Bradenton, Fla.",Defensemen,Defensemen,75,,,,Bentley,AHA
Notre Dame,Jake Boltmann,6,Defensemen,Defensemen,Jr,6-1,192,10/19/2001,"Edina, Minn.",Defensemen,Defensemen,73,2020,CGY,3,Lincoln,USHL
Notre Dame,Paul Fischer,16,Defensemen,Defensemen,Fr,6-0,183,1/30/2005,"River Forest, Ill.",Defensemen,Defensemen,72,2023,STL,5,USA U-18 Team,NTDP
Notre Dame,Ryan Helliwell,17,Defensemen,Defensemen,Jr,6-0,192,8/5/2002,"Burnaby, B.C.",Defensemen,Defensemen,72,,,,Trail,BCHL
Notre Dame,Michael Mastrodomenico,4,Defensemen,Defensemen,So,6-0,205,4/19/2004,"Kirkland, Que.",Defensemen,Defensemen,72,,,,Lincoln,USHL
Notre Dame,Henry Nelson,12,Defensemen,Defensemen,Fr,6-1,174,3/25/2003,"Maple Grove, Minn.",Defensemen,Defensemen,73,,,,Lincoln,USHL
Notre Dame,Zach Plucinski,26,Defensemen,Defensemen,Sr,6-1,200,7/26/2000,"Eagle River, Alaska",Defensemen,Defensemen,73,,,,Omaha,USHL
Notre Dame,Ryan Siedem,2,Defensemen,Defensemen,Gr,6-2,192,2/25/2001,"Madison, N.J.",Defensemen,Defensemen,74,,,,Harvard,ECAC
Notre Dame,Hunter Weiss,3,Defensemen,Defensemen,Jr,6-3,213,3/29/2001,"Lake Forest, Ill.",Defensemen,Defensemen,75,,,,Minnesota,NAHL
Notre Dame,Brennan Ali,13,Forwards,Forwards,Fr,6-0,194,2/9/2004,"Glencoe, Ill.",Forwards,Forwards,72,2022,DET,7,Lincoln,USHL
Notre Dame,Brady Bjork,23,Forwards,Forwards,Sr,6-1,177,5/17/1999,"Mequon, Wis.",Forwards,Forwards,73,,,,St. Cloud,NAHL
Notre Dame,Tyler Carpenter,28,Forwards,Forwards,Jr,5-11,185,8/27/2000,"Palatine, Ill.",Forwards,Forwards,71,,,,Omaha,USHL
Notre Dame,Jayden Davis,15,Forwards,Forwards,Fr,5-11,185,3/2/2003,"Calgary, Alb.",Forwards,Forwards,71,,,,Green Bay,USHL
Notre Dame,Maddox Fleming,14,Forwards,Forwards,Fr,6-1,194,2/13/2004,"Rochester, Minn.",Forwards,Forwards,73,,,,Sioux Falls,USHL
Notre Dame,Justin Janicke,8,Forwards,Forwards,Jr,6-0,184,6/30/2003,"Maple Grove, Minn.",Forwards,Forwards,72,2021,SEA,7,USA U-18 Team,NTDP
Notre Dame,Trevor Janicke,27,Forwards,Forwards,Gr,5-10,195,12/25/2000,"Maple Grove, Minn.",Forwards,Forwards,70,2019,ANA,5,Central Illinois,USHL
